GENE	Liver_Normal.Tissue: GSM176332	Liver_Normal.Tissue: GSM176333	Liver_Normal.Tissue: GSM176334	Liver_Normal.Tissue: GSM176335	Liver_Normal.Tissue: GSM279063	Liver_Normal.Tissue: GSM279064	Liver_Normal.Tissue: GSM279065
RCC2	154.18	128.70	201.30	194.48	102.35	101.62	92.33
NKRF	337.14	377.18	360.14	383.00	432.15	375.33	374.03
FAM212B	111.14	127.93	122.05	87.69	91.70	88.59	89.10
DMAP1	106.15	152.62	91.04	129.28	101.60	123.79	125.67
PRKG1	19.22	19.73	19.53	17.16	20.50	20.51	20.90
MYO5C	246.37	395.71	336.04	198.09	387.51	403.74	420.83
APOM	1248.60	2019.52	1806.52	2656.48	1036.78	996.83	1186.59
PRKG2	46.93	36.81	43.01	54.72	41.04	46.33	42.15
MAPK1	189.55	175.89	204.62	177.44	244.82	233.54	232.39
ZMAT5	184.41	205.44	110.13	197.33	138.15	124.46	139.51
LIN37	81.28	49.45	39.11	58.71	71.02	58.85	83.71
KLHL9	392.70	366.61	237.60	335.44	290.32	268.30	278.82
SULF2	173.68	160.69	148.41	168.99	175.33	180.58	181.03
MAPK3	603.58	689.26	567.31	493.60	397.99	456.92	480.80
Sep-03	83.20	68.57	55.81	85.07	65.60	53.60	54.26
AJAP1	24.69	30.85	29.12	26.44	24.03	25.98	23.00
NDUFA12	1020.81	954.90	1216.74	1381.19	727.90	642.16	659.26
NSFL1C	478.91	561.02	476.85	425.47	447.73	467.53	500.49
C20orf24	1986.21	1498.70	2722.28	2716.63	1478.28	1437.45	1425.25
MAPK4	31.61	36.58	36.27	29.61	32.38	26.42	32.45
GNG12	235.68	305.83	297.45	308.26	448.67	402.21	384.44
BAIAP2L1	65.13	199.33	151.73	248.93	167.75	183.69	195.56
SLC25A40	296.95	341.87	375.66	300.22	184.75	163.77	170.46
BCAP29	80.10	75.79	96.22	111.57	88.49	81.41	86.98
SLC50A1	244.37	296.13	292.58	324.64	206.03	218.56	243.47
KLHL7	59.65	66.38	78.68	78.92	83.20	73.61	77.54
MAPK6	1607.61	1633.90	1700.68	1258.95	2325.94	2584.02	2438.37
MAPK7	169.15	166.98	162.53	149.59	132.34	137.95	127.75
NXF5	41.91	43.55	49.50	47.54	36.46	37.96	30.07
MAPK8	69.54	89.85	94.48	61.02	59.90	46.68	69.51
ACPP	22.62	23.82	22.79	21.10	25.83	23.10	25.38
NXF3	22.35	25.00	31.04	39.20	29.60	17.27	16.40
MYDGF	1388.78	1121.10	1266.30	1288.79	846.17	854.83	869.05
SMG9	164.29	165.38	140.49	126.14	120.81	117.90	109.52
MAPK11	96.12	103.95	98.93	100.43	69.13	79.32	106.79
MAPK9	78.34	73.30	149.45	74.90	93.27	109.19	98.42
MAPK10	262.92	212.88	122.07	178.95	180.36	167.95	152.99
BARX1	48.56	45.19	34.79	45.85	38.67	31.50	32.93
PDGFC	134.69	233.18	127.38	84.24	298.90	311.18	297.97
MAPK13	94.09	94.97	73.36	92.95	52.10	53.92	60.20
MAP2K1	2112.01	2412.14	1503.28	1681.46	4143.40	4358.45	4693.99
MAP2K2	341.77	288.29	302.02	274.74	173.46	178.37	178.33
UBFD1	517.28	390.34	381.44	394.31	344.72	307.75	348.79
KLHL4	30.32	27.64	28.43	27.52	22.77	23.75	28.25
TMEM234	177.75	150.60	179.07	165.55	135.37	115.27	171.59
MAP2K3	906.52	857.27	833.59	712.82	600.53	725.43	661.64
MAP2K5	111.93	145.69	125.25	96.44	146.55	161.83	152.47
MAP2K6	172.40	464.91	708.39	236.24	152.84	99.23	119.83
PCDHGC5	17.80	21.85	18.52	21.02	22.07	24.28	21.82
PCDHGC4	24.80	24.29	25.75	24.71	24.80	24.40	31.67
PCDHGB7	12.32	10.81	9.77	9.89	11.05	12.77	12.99
MAP2K7	105.54	117.70	100.72	99.97	65.64	68.83	68.66
PCDHGB6	18.53	20.26	24.50	18.00	18.73	21.16	17.08
PCDHGB5	89.10	102.44	67.60	79.67	133.13	79.43	67.91
PCDHGA11	18.33	22.44	17.71	23.48	27.13	26.10	22.20
PCDHGA10	96.38	101.60	72.09	89.32	111.18	101.53	117.40
PCDHGA9	84.68	115.17	74.76	92.12	65.45	72.73	86.14
EIF2AK2	237.78	218.73	226.22	219.79	242.31	243.01	246.51
PCDHGA1	35.18	25.21	28.48	29.82	27.46	28.36	20.78
DNAJC3	119.79	60.05	117.98	79.35	124.60	134.98	70.87
PCDHB15	16.88	15.40	21.26	19.78	24.58	22.91	24.41
PCDHB14	13.66	15.86	12.70	15.37	17.55	17.20	14.55
PCDHB13	14.21	12.25	11.48	14.64	12.83	13.17	12.44
PCDHB12	46.14	36.86	46.93	45.53	44.71	30.57	38.28
PCDHB11	35.39	23.45	30.35	24.94	27.79	37.41	31.04
PCDHB10	13.72	14.04	13.25	13.75	13.10	12.66	12.19
PCDHB9	105.32	69.88	111.86	127.96	85.44	76.55	66.51
PCDHB8	13.00	13.61	13.65	12.70	14.02	14.55	15.08
PCDHB7	20.52	24.19	18.11	17.78	24.93	24.74	26.83
PCDHB6	15.18	15.80	13.87	14.06	16.71	18.27	15.70
PCDHB4	24.65	23.30	25.37	23.40	23.63	27.14	26.97
PCDHB3	12.37	12.61	12.92	12.32	12.40	13.09	11.98
PCDHB2	17.53	20.72	18.01	19.03	14.95	17.05	13.87
PCDHAC2	30.58	28.78	25.05	25.43	28.31	31.79	26.67
PCDHAC1	48.31	41.39	40.30	39.95	43.23	43.31	39.06
PCDHA10	57.42	81.73	47.27	64.69	46.23	39.23	47.86
PRKX	38.25	41.22	45.34	44.21	39.58	50.90	36.35
PCDHA6	16.21	16.80	16.16	19.61	17.02	21.23	19.83
PCDHA5	23.82	23.39	27.22	28.25	29.24	34.80	29.46
PCDHA3	42.73	52.01	60.69	43.01	52.03	46.81	52.20
PCDHA2	24.91	23.17	24.53	31.52	26.36	28.34	23.93
TEX15	14.38	14.47	14.77	12.28	16.13	16.39	17.24
TEX14	25.95	27.53	37.17	22.47	30.21	29.58	28.99
TEX13B	107.25	127.20	74.31	82.89	62.40	69.45	99.11
TEX13A	33.93	32.67	37.09	39.79	33.43	27.80	31.63
TEX12	14.81	15.16	14.25	15.51	13.85	15.37	14.68
TEX11	19.34	20.21	17.77	28.18	19.97	19.07	18.89
NDNL2	53.98	44.44	71.79	43.11	60.02	58.93	69.36
RNF17	23.69	24.08	24.39	25.19	24.74	24.35	22.57
STK31	15.97	16.64	16.20	18.37	22.67	18.86	17.54
TDRD1	14.71	16.04	17.07	17.24	16.97	18.30	15.59
GSDMC	85.86	83.06	55.25	61.91	47.08	44.59	37.83
PRKY	60.46	37.42	28.47	48.16	45.85	42.95	52.58
DNAH7	47.69	48.31	62.17	44.80	59.26	61.32	55.92
ANKH	186.26	259.97	272.78	296.54	225.58	274.07	238.77
PRL	27.70	31.40	32.45	28.02	21.40	29.29	65.76
MOSPD1	129.47	81.82	106.05	122.53	119.40	106.94	96.14
MTFR1L	271.44	368.09	326.63	258.39	501.22	523.52	504.01
PRLR	22.44	24.51	27.52	21.58	21.23	21.84	21.12
PRM1	45.77	41.99	49.89	38.27	46.54	45.85	51.03
LMOD3	15.00	14.94	15.84	14.05	13.25	13.08	13.02
FAM214A	654.21	1020.17	746.66	434.04	826.69	622.06	670.46
PRM2	25.00	27.93	23.82	25.32	25.71	24.83	26.79
PRNP	228.03	345.87	412.09	320.06	495.42	496.48	532.38
PSPN	57.60	44.03	43.08	58.90	40.20	40.96	47.96
SUSD2	99.88	114.44	69.48	87.25	110.48	102.82	104.79
ZNF253	320.15	272.27	207.02	296.05	247.16	254.14	297.72
KIAA1217	124.52	196.49	156.28	102.07	130.02	129.10	158.43
BTNL2	38.94	33.11	34.97	28.87	32.65	32.43	31.24
C21orf62	62.89	61.64	56.21	71.72	64.13	65.87	60.96
MRAP	42.49	39.08	59.84	69.77	38.54	41.46	42.18
PROC	1644.58	1720.37	1568.97	1298.65	1132.82	1035.42	1152.46
YLPM1	386.04	437.55	254.43	272.27	237.78	265.78	230.18
CRTAM	22.63	14.73	17.70	14.15	18.70	16.68	18.53
RNF20	387.38	409.69	323.88	374.03	563.71	539.17	529.14
TMX4	311.01	362.92	391.32	310.75	351.63	389.59	491.62
SERTAD4	47.65	52.60	51.09	53.04	55.71	55.40	55.00
MEPCE	601.03	548.86	478.74	693.14	497.93	459.91	517.28
CTNNBL1	191.50	222.52	161.59	123.73	152.14	160.56	199.29
PRODH	149.05	56.25	48.39	379.06	97.78	114.95	95.47
C8orf44	55.50	88.08	50.86	48.86	38.55	48.89	43.54
GPCPD1	220.98	199.73	225.00	313.78	186.03	205.09	147.26
LRRC8A	642.43	535.45	571.69	535.86	532.78	572.37	563.04
CPXM1	47.57	50.45	51.02	43.36	32.08	35.60	43.16
CCBL2	225.92	224.30	204.87	238.91	349.51	355.03	383.85
IRGC	21.06	23.93	22.42	25.01	23.32	21.11	32.08
PROP1	102.47	99.07	173.98	104.72	87.21	66.47	81.96
WDR45B	824.46	844.76	876.07	735.87	940.18	929.24	995.52
BEX4	40.73	42.00	58.00	48.68	84.62	82.42	63.23
PROS1	672.27	882.77	680.66	727.20	932.66	991.66	870.08
GKN1	21.24	25.44	20.74	19.98	23.16	18.30	23.64
PARD3	412.09	495.76	336.63	322.94	307.92	363.25	267.80
PROX1	951.92	871.59	513.07	1036.78	915.81	865.09	647.84
IL36G	29.31	29.82	28.95	25.95	24.41	27.62	22.24
SLC7A10	101.23	104.58	113.43	99.74	50.67	56.01	77.43
TRPV5	97.25	94.04	81.94	127.02	52.64	49.50	60.39
PRPH	257.08	271.01	290.48	288.05	311.89	319.15	422.79
ANKRD7	17.69	15.52	17.72	18.38	21.36	18.49	18.99
PRPS1	248.60	278.67	413.03	382.65	169.33	166.53	198.68
METTL3	277.76	349.29	261.18	240.10	441.11	365.01	364.58
PRMT8	58.35	54.66	68.87	73.21	56.56	46.50	47.11
PPAN	396.34	481.14	371.73	443.50	231.31	229.35	210.36
CABP5	28.73	25.99	28.66	23.33	22.98	23.74	27.79
PRPS2	94.80	112.64	84.57	111.62	208.33	187.29	189.26
PRPSAP1	1298.65	1609.39	1763.35	1440.25	1421.21	1540.09	1509.23
PRPSAP2	272.04	306.96	370.47	307.92	407.68	387.86	387.51
PRRG1	86.73	116.69	169.37	77.72	252.55	280.59	236.98
PRRG2	69.93	74.41	46.98	58.18	49.00	49.20	64.32
AZGP1	4086.64	4941.73	3476.45	5007.93	6607.09	5076.79	5580.20
LTB4R2	69.25	69.97	73.00	60.10	22.64	23.51	27.77
LGMN	814.18	567.31	849.05	1036.14	300.66	279.19	296.71
PRSS1	26.33	33.23	44.26	30.66	29.75	28.82	30.61
PRSS3	169.58	170.04	143.78	236.37	218.06	256.05	230.66
CTPS2	130.93	99.36	126.63	138.95	121.10	110.75	115.41
RPRM	76.72	68.42	83.34	65.57	49.79	58.12	102.14
CCL28	51.88	163.17	42.12	46.44	112.69	89.34	103.88
EIF4ENIF1	262.58	174.67	172.10	192.30	273.77	283.22	279.27
KCNQ5	17.30	17.64	16.60	16.83	16.28	17.24	19.79
MASP1	122.73	218.85	231.73	238.28	164.65	167.67	221.61
RELN	691.84	621.50	446.06	634.86	549.93	623.91	585.57
KLK7	56.18	73.89	56.95	60.53	54.45	52.32	47.40
TMPRSS15	40.77	25.71	51.31	26.55	25.49	27.85	24.03
DNAJC12	142.64	332.71	218.17	207.33	183.28	162.74	162.46
PRSS8	102.16	191.30	178.23	364.03	102.77	80.69	70.71
KLK6	90.72	66.69	72.82	86.62	52.44	35.46	36.03
MMP26	41.69	48.80	44.89	53.08	16.27	22.72	16.74
CHST7	153.14	205.29	102.87	161.59	69.67	84.24	87.68
HTRA1	1193.02	506.99	957.28	934.99	1641.05	1746.56	1642.75
KLK10	30.64	30.83	33.83	30.51	26.46	27.73	25.64
PRTN3	15.46	17.02	14.67	14.68	16.21	15.95	13.70
CYP26B1	39.22	48.15	42.00	40.24	46.84	49.91	46.15
TUBB7P	23.13	21.05	20.54	33.91	19.46	19.48	22.09
ERO1B	54.47	64.14	139.78	56.19	319.24	404.00	351.09
SLC2A9	373.92	167.92	267.07	367.04	245.61	334.07	388.62
PSAP	3111.94	2798.23	2420.85	2938.57	2828.85	2892.50	2892.50
DIABLO	669.53	632.36	717.04	701.65	747.74	802.41	747.74
INPP5E	531.97	312.52	440.84	552.95	252.67	298.90	369.44
PSD	64.40	65.54	59.54	60.34	32.06	30.54	32.61
PSEN1	69.78	98.80	104.89	156.43	73.74	86.79	72.06
BCCIP	160.22	156.09	177.84	201.70	176.57	180.72	155.12
EIF5A2	24.01	23.15	24.23	23.29	24.22	22.43	22.75
TMPRSS4	55.23	60.71	49.00	54.32	48.94	36.67	39.62
PSEN2	96.57	78.24	163.01	140.28	75.15	76.34	80.22
CLDND1	319.88	306.34	355.57	264.64	242.24	263.14	235.62
C10orf2	133.67	94.48	131.86	83.38	137.36	168.78	151.48
NPDC1	271.82	305.47	318.78	243.72	232.87	199.04	192.44
POLE4	201.09	226.57	200.39	208.92	173.90	168.13	162.74
OR2S2	39.60	29.57	38.52	30.49	30.44	49.76	44.33
TRIM39	203.95	115.68	134.11	156.89	275.04	273.31	312.06
KCNK13	20.18	22.46	21.60	25.83	24.47	20.56	27.71
KCNK12	22.88	23.24	20.65	21.78	28.08	30.39	24.54
PANX2	102.00	152.25	78.97	125.23	77.64	77.18	81.48
MUC13	44.95	47.68	56.58	40.60	41.77	33.04	35.63
SUCNR1	125.08	113.72	208.33	112.22	130.49	124.40	138.22
AKIP1	125.99	98.09	111.78	175.80	158.00	135.53	135.85
C11orf16	237.85	263.78	319.24	245.40	194.82	183.37	209.88
TMEM9B	310.12	233.73	310.55	354.93	275.50	291.21	256.68
NRIP3	47.83	46.85	54.00	51.34	46.21	49.83	44.03
ASCL3	60.76	110.57	85.32	66.93	56.74	66.90	43.33
SAR1A	535.86	477.02	457.68	521.56	451.88	458.00	454.71
C21orf59	346.38	522.54	600.78	611.50	369.21	368.88	352.58
PSG1	14.50	15.37	14.00	13.58	14.80	18.10	18.41
AZU1	17.40	18.22	17.79	17.59	19.13	18.11	18.34
JPH1	52.39	45.75	51.23	47.96	57.84	69.84	52.87
PSG2	58.82	36.62	75.52	68.87	36.68	54.22	40.28
PSG3	16.30	15.67	16.96	21.95	15.95	17.92	17.93
RETN	109.54	134.24	84.85	134.15	62.66	61.02	60.74
PSG4	47.30	57.43	38.47	51.89	45.16	46.14	41.79
SLC2A4RG	527.53	670.46	563.04	435.19	316.14	291.29	361.14
PSG5	37.07	36.23	42.46	38.09	33.10	29.78	27.28
BARHL1	116.17	138.95	106.86	99.81	120.87	123.43	121.76
FMN2	15.29	16.91	15.78	16.49	15.94	17.61	15.82
PSG9	28.26	30.89	31.35	34.65	27.01	24.73	33.76
B2M	12734.90	9741.98	11746.96	10932.23	9516.40	8626.74	8210.19
PSG11	32.72	32.30	29.65	35.46	30.87	39.40	33.08
PSKH1	233.78	245.79	268.08	257.35	197.49	233.12	189.40
ZC3HAV1	297.04	179.21	345.13	286.86	257.57	247.67	256.46
PSMA1	1245.49	1374.89	1650.06	1294.25	1479.71	1438.85	1388.78
IFNK	14.01	15.39	13.32	14.27	14.95	14.44	13.74
SLAMF8	66.64	32.12	50.62	55.37	36.14	40.50	37.45
GPR137	109.59	109.08	91.33	113.24	64.80	66.43	74.25
PSMA2	416.31	667.35	431.88	503.45	563.28	495.93	500.87
SPHK2	332.50	219.58	247.67	310.47	207.07	262.85	254.48
TCEAL7	18.95	17.03	17.60	15.01	17.80	20.49	18.12
PSMA3	1172.85	1062.83	1557.59	1189.38	860.66	845.70	852.88
GRIPAP1	323.52	267.95	238.48	329.61	230.22	285.59	163.69
EMC7	399.76	400.01	441.88	537.49	372.66	358.17	385.42
RAD18	26.68	25.11	26.55	23.05	23.81	25.49	19.97
CELF4	25.04	29.13	27.15	25.16	29.54	26.63	26.34
PSMA4	1377.37	1210.93	1414.72	1253.81	1038.22	1108.20	1057.69
PSMA5	499.21	786.39	716.69	699.02	481.30	450.79	406.75
PSMA6	1744.62	1763.35	1938.33	1897.78	1655.44	1530.73	1345.66
CDC42SE1	264.00	192.44	221.21	266.80	239.15	252.81	261.72
FSTL5	14.98	14.81	15.04	15.31	19.43	14.29	16.10
UGGT1	138.02	94.00	166.44	113.14	134.50	122.39	124.84
KCMF1	56.74	59.10	63.51	67.23	85.76	79.72	74.95
TM9SF3	970.11	810.63	1019.47	848.58	1124.45	1235.43	957.28
PSMA7	1100.16	1080.81	1117.84	1371.18	543.34	541.27	638.48
MDM1	26.68	24.23	29.64	26.15	41.28	47.45	42.74
LGALS14	35.80	37.53	47.29	58.81	42.03	57.68	38.38
C8orf4	523.52	71.26	739.55	501.78	462.50	405.71	410.09
AGPAT3	519.22	500.66	506.42	454.24	419.29	396.73	447.42
AGPAT4	28.70	32.53	29.00	29.71	29.12	32.77	38.29
DPYSL5	39.92	39.32	37.21	43.82	31.41	26.35	31.38
WRNIP1	194.69	256.46	230.53	327.01	282.62	267.50	285.11
BDH2	178.59	137.49	176.14	103.39	317.76	224.60	248.53
ANKS1B	18.37	19.83	20.01	18.60	21.51	19.94	20.41
PSMB1	2539.80	2469.84	2515.97	2243.13	1750.68	1730.29	1769.59
TMEM167B	474.35	636.54	541.04	557.49	909.23	914.09	825.77
NDUFA4L2	56.73	71.10	34.43	41.45	56.36	64.98	61.65
PNO1	177.88	138.19	193.03	220.65	180.67	159.17	153.92
PAPOLB	16.80	16.29	17.19	16.21	15.72	18.23	17.41
SH3GLB2	85.50	102.96	99.93	114.71	121.95	106.20	80.62
C15orf39	94.88	109.82	88.63	106.79	72.48	75.28	74.80
THAP10	64.70	40.04	57.72	38.31	57.29	69.61	57.50
SPIRE1	88.78	50.02	41.07	139.34	45.48	51.18	47.92
PSMB2	1162.09	1090.82	1397.66	1170.17	784.70	882.77	863.11
STARD7	1323.46	1204.32	1300.91	1526.06	1607.61	1518.36	1560.83
MAP3K7CL	17.82	18.85	17.84	20.17	29.45	28.69	41.30
IFT46	170.20	198.28	159.20	181.84	139.58	180.09	137.99
C1GALT1	175.97	194.39	126.54	135.60	301.08	207.12	186.08
